 3.00076500e-01 -1.06690047e-01  3.00076500e-01  4.97372924e+00  3.00076500e-01  4.97600884e+00  3.00076500e-01  2.48157766e+00  3.00076500e-01  8.51669780e-02  3.00076500e-01  4.97372882e+00  3.00076500e-01  1.99990910e+00  3.00076500e-01  4.39990320e-05 
 3.00077500e-01 -1.07773749e-01  3.00077500e-01  4.97372924e+00  3.00077500e-01  4.97600884e+00  3.00077500e-01  2.48157778e+00  3.00077500e-01  8.51669780e-02  3.00077500e-01  4.97372882e+00  3.00077500e-01  1.99990910e+00  3.00077500e-01  4.39990320e-05 
 3.00078500e-01 -1.08853163e-01  3.00078500e-01  4.97372924e+00  3.00078500e-01  4.97600884e+00  3.00078500e-01  2.48157791e+00  3.00078500e-01  8.51669780e-02  3.00078500e-01  4.97372882e+00  3.00078500e-01  1.99990910e+00  3.00078500e-01  4.39990320e-05 
 3.00079500e-01 -1.09928248e-01  3.00079500e-01  4.97372924e+00  3.00079500e-01  4.97600884e+00  3.00079500e-01  2.48157803e+00  3.00079500e-01  8.51669780e-02  3.00079500e-01  4.97372882e+00  3.00079500e-01  1.99990910e+00  3.00079500e-01  4.39990320e-05 
 3.00080500e-01 -1.10998961e-01  3.00080500e-01  4.97372924e+00  3.00080500e-01  4.97600884e+00  3.00080500e-01  2.48157816e+00  3.00080500e-01  8.51669780e-02  3.00080500e-01  4.97372882e+00  3.00080500e-01  1.99990910e+00  3.00080500e-01  4.39990320e-05 
 3.00081500e-01 -1.12065260e-01  3.00081500e-01  4.97372924e+00  3.00081500e-01  4.97600884e+00  3.00081500e-01  2.48157829e+00  3.00081500e-01  8.51669780e-02  3.00081500e-01  4.97372882e+00  3.00081500e-01  1.99990910e+00  3.00081500e-01  4.39990320e-05 
 3.00082500e-01 -1.13127102e-01  3.00082500e-01  4.97372924e+00  3.00082500e-01  4.97600884e+00  3.00082500e-01  2.48157841e+00  3.00082500e-01  8.51669780e-02  3.00082500e-01  4.97372882e+00  3.00082500e-01  1.99990910e+00  3.00082500e-01  4.39990320e-05 
 3.00083500e-01 -1.14184446e-01  3.00083500e-01  4.97372924e+00  3.00083500e-01  4.97600884e+00  3.00083500e-01  2.48157854e+00  3.00083500e-01  8.51669780e-02  3.00083500e-01  4.97372882e+00  3.00083500e-01  1.99990910e+00  3.00083500e-01  4.39990320e-05 
 3.00084500e-01 -1.15237250e-01  3.00084500e-01  4.97372924e+00  3.00084500e-01  4.97600884e+00  3.00084500e-01  2.48157867e+00  3.00084500e-01  8.51669780e-02  3.00084500e-01  4.97372882e+00  3.00084500e-01  1.99990910e+00  3.00084500e-01  4.39990320e-05 
 3.00085500e-01 -1.16285472e-01  3.00085500e-01  4.97372924e+00  3.00085500e-01  4.97600884e+00  3.00085500e-01  2.48157879e+00  3.00085500e-01  8.51669780e-02  3.00085500e-01  4.97372882e+00  3.00085500e-01  1.99990910e+00  3.00085500e-01  4.39990320e-05 
 3.00086500e-01 -1.17329071e-01  3.00086500e-01  4.97372924e+00  3.00086500e-01  4.97600884e+00  3.00086500e-01  2.48157892e+00  3.00086500e-01  8.51669780e-02  3.00086500e-01  4.97372882e+00  3.00086500e-01  1.99990910e+00  3.00086500e-01  4.39990320e-05 
 3.00087500e-01 -1.18368006e-01  3.00087500e-01  4.97372924e+00  3.00087500e-01  4.97600884e+00  3.00087500e-01  2.48157904e+00  3.00087500e-01  8.51669780e-02  3.00087500e-01  4.97372882e+00  3.00087500e-01  1.99990910e+00  3.00087500e-01  4.39990320e-05 
 3.00088500e-01 -1.19402236e-01  3.00088500e-01  4.97372924e+00  3.00088500e-01  4.97600884e+00  3.00088500e-01  2.48157917e+00  3.00088500e-01  8.51669780e-02  3.00088500e-01  4.97372882e+00  3.00088500e-01  1.99990910e+00  3.00088500e-01  4.39990320e-05 
 3.00089500e-01 -1.20431720e-01  3.00089500e-01  4.97372924e+00  3.00089500e-01  4.97600884e+00  3.00089500e-01  2.48157930e+00  3.00089500e-01  8.51669780e-02  3.00089500e-01  4.97372882e+00  3.00089500e-01  1.99990910e+00  3.00089500e-01  4.39990320e-05 
 3.00090500e-01 -1.21456416e-01  3.00090500e-01  4.97372924e+00  3.00090500e-01  4.97600884e+00  3.00090500e-01  2.48157942e+00  3.00090500e-01  8.51669780e-02  3.00090500e-01  4.97372882e+00  3.00090500e-01  1.99990910e+00  3.00090500e-01  4.39990320e-05 
 3.00091500e-01 -1.22476286e-01  3.00091500e-01  4.97372924e+00  3.00091500e-01  4.97600884e+00  3.00091500e-01  2.48157955e+00  3.00091500e-01  8.51669780e-02  3.00091500e-01  4.97372882e+00  3.00091500e-01  1.99990910e+00  3.00091500e-01  4.39990320e-05 
 3.00092500e-01 -1.23491288e-01  3.00092500e-01  4.97372924e+00  3.00092500e-01  4.97600884e+00  3.00092500e-01  2.48157967e+00  3.00092500e-01  8.51669780e-02  3.00092500e-01  4.97372882e+00  3.00092500e-01  1.99990910e+00  3.00092500e-01  4.39990320e-05 
 3.00093500e-01 -1.24501383e-01  3.00093500e-01  4.97372924e+00  3.00093500e-01  4.97600884e+00  3.00093500e-01  2.48157980e+00  3.00093500e-01  8.51669780e-02  3.00093500e-01  4.97372882e+00  3.00093500e-01  1.99990910e+00  3.00093500e-01  4.39990320e-05 
 3.00094500e-01 -1.25506530e-01  3.00094500e-01  4.97372924e+00  3.00094500e-01  4.97600884e+00  3.00094500e-01  2.48157993e+00  3.00094500e-01  8.51669780e-02  3.00094500e-01  4.97372882e+00  3.00094500e-01  1.99990910e+00  3.00094500e-01  4.39990320e-05 
