 3.18848201e-04 -4.28657562e-01  3.18848201e-04 -4.15936389e-01  3.18848201e-04 -6.05871656e-01 
 3.23848201e-04 -4.20360712e-01  3.23848201e-04 -4.07408935e-01  3.23848201e-04 -5.92373016e-01 
 3.28848201e-04 -4.11524752e-01  3.28848201e-04 -3.98347334e-01  3.28848201e-04 -5.78070621e-01 
 3.33848201e-04 -4.02331076e-01  3.33848201e-04 -3.88933172e-01  3.33848201e-04 -5.63242143e-01 
 3.38848201e-04 -3.92767974e-01  3.38848201e-04 -3.79154958e-01  3.38848201e-04 -5.47872700e-01 
 3.43848201e-04 -3.82679034e-01  3.43848201e-04 -3.68856566e-01  3.43848201e-04 -5.31724741e-01 
 3.48848201e-04 -3.72079264e-01  3.48848201e-04 -3.58053259e-01  3.48848201e-04 -5.14820080e-01 
 3.53848201e-04 -3.61135387e-01  3.53848201e-04 -3.46911937e-01  3.53848201e-04 -4.97413596e-01 
 3.58848201e-04 -3.49865319e-01  3.58848201e-04 -3.35450710e-01  3.58848201e-04 -4.79535260e-01 
 3.63848201e-04 -3.38132143e-01  3.63848201e-04 -3.23532916e-01  3.63848201e-04 -4.60977453e-01 
 3.68848201e-04 -3.25927586e-01  3.68848201e-04 -3.11150514e-01  3.68848201e-04 -4.41726644e-01 
 3.73848201e-04 -3.13401072e-01  3.73848201e-04 -2.98453092e-01  3.73848201e-04 -4.22010981e-01 
 3.78848201e-04 -3.00594072e-01  3.78848201e-04 -2.85482284e-01  3.78848201e-04 -4.01895992e-01 
 3.83848201e-04 -2.87390842e-01  3.83848201e-04 -2.72122566e-01  3.83848201e-04 -3.81206466e-01 
 3.88848201e-04 -2.73765391e-01  3.88848201e-04 -2.58348155e-01  3.88848201e-04 -3.59902014e-01 
 3.93848201e-04 -2.59848391e-01  3.93848201e-04 -2.44289868e-01  3.93848201e-04 -3.38181889e-01 
 3.98848201e-04 -2.45699149e-01  3.98848201e-04 -2.30007144e-01  3.98848201e-04 -3.16138443e-01 
 4.03848201e-04 -2.31223653e-01  4.03848201e-04 -2.15406153e-01  4.03848201e-04 -2.93629644e-01 
 4.08848201e-04 -2.16365412e-01  4.08848201e-04 -2.00430591e-01  4.08848201e-04 -2.70569021e-01 
 4.13848201e-04 -2.01280884e-01  4.13848201e-04 -1.85237024e-01  4.13848201e-04 -2.47193756e-01 
 4.18848201e-04 -1.86030246e-01  4.18848201e-04 -1.69885725e-01  4.18848201e-04 -2.23598939e-01 
 4.23848201e-04 -1.70448378e-01  4.23848201e-04 -1.54211754e-01  4.23848201e-04 -1.99533570e-01 
 4.28848201e-04 -1.54601550e-01  4.28848201e-04 -1.38281501e-01  4.28848201e-04 -1.75096037e-01 
 4.33848201e-04 -1.38648111e-01  4.33848201e-04 -1.22253369e-01  4.33848201e-04 -1.50529778e-01 
 4.38848201e-04 -1.22470830e-01  4.38848201e-04 -1.06010255e-01  4.38848201e-04 -1.25658401e-01 
 4.43848201e-04 -1.06024102e-01  4.43848201e-04 -8.95066800e-02  4.43848201e-04 -1.00410106e-01 
 4.48848201e-04 -8.94865468e-02  4.48848201e-04 -7.29212990e-02  4.48848201e-04 -7.50570748e-02 
 4.53848201e-04 -7.28384248e-02  4.53848201e-04 -5.62344390e-02  4.53848201e-04 -4.95723365e-02 
 4.58848201e-04 -5.59594474e-02  4.58848201e-04 -3.93259253e-02  4.58848201e-04 -2.37714513e-02 
 4.63848201e-04 -3.89789632e-02  4.63848201e-04 -2.23251403e-02  4.63848201e-04  2.15009520e-03 
